"Date","SPY","QQQ","IWM","EFA","EEM","AGG","TLT","GLD","USO","VNQ","GSG","HYG","IBIT"
2024-03-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-03-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-03-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-03-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-03-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-03-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-03-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-03-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-03-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-03-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-03-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-03-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-03-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-04-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-04-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-04-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-04-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-04-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-04-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-04-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-04-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-04-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-04-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-04-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-04-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-04-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-04-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-04-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-04-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-04-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-04-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-04-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-04-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-04-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-04-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-05-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-05-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-05-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-05-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-05-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-05-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-05-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-05-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-05-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-05-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-05-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-05-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-05-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-05-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-05-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-05-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-05-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-05-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-05-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-05-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-05-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-06-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-06-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-06-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-06-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-06-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-06-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-06-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-06-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-06-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-06-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-06-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-06-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-06-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-06-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-06-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-06-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-06-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-06-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-06-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-07-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-07-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-07-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-07-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-07-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-07-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-07-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-07-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-07-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-07-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-07-17,0.00728168217082894,0.00873963946462394,0.0115450839375379,0.00666918293908412,0.00582172793200734,0.0034444245960578,0.00900638102487253,0.00918294554194115,0.00957680715972195,0.00978252061705811,0.00672433548317747,0.00262534529624956,0.0350908244734503
2024-07-18,0.0060903190545006,0.00969126907416238,0.0115488309634018,0.00659682555158022,0.00702788552396759,0.00343644594306682,0.00892274773989508,0.0093624908610726,0.0108236594025097,0.00971331351085615,0.00690054670365915,0.00256777053077272,0.034786952862632
2024-07-19,0.00619595565657394,0.00963459052352947,0.0117794598787737,0.00688216291054617,0.00724674526139548,0.00341373814520705,0.00889524485501103,0.00963702463301302,0.011062541463851,0.00971612535818579,0.00713745400207404,0.00258985777232834,0.0345737380199862
2024-07-22,0.00623093480704954,0.00964314387405804,0.0116991364131313,0.00705838221443061,0.00743565121494947,0.00339275694856717,0.00885508142753983,0.0107445618696879,0.012097461446467,0.00961876205181949,0.0075678454145333,0.00259487865742141,0.035100410408989
2024-07-23,0.00630524527200388,0.00972190244492043,0.0117539110384068,0.00714308295658013,0.00747175272820405,0.00335722379619606,0.00878808950508658,0.0108857646898209,0.0120797411601688,0.00964297054104583,0.00762629057140831,0.00259042824985374,0.0347903045676111
2024-07-24,0.00624622480244245,0.00966233170417538,0.0117189730997823,0.00712108161013066,0.00756701381873786,0.00335259347349085,0.00870887868760647,0.0109729775408008,0.0123751278156804,0.00999456617292756,0.0078371471999344,0.00254926654701027,0.0350013538994347
2024-07-25,0.00979534017489694,0.0106211904981195,0.0119750509057055,0.00750276052504452,0.0078401387011859,0.00331901178506715,0.0087657425013413,0.0108769174481694,0.0124270104216121,0.00967017203060497,0.00785498339329427,0.00258606836397021,0.0346556854089704
2024-07-26,0.00978429811958448,0.0107600237393404,0.0119875264520418,0.00745032653358903,0.0078132718512261,0.00330396436374248,0.00873942087279128,0.0115913480126688,0.0125364753314319,0.00958892271389516,0.00792466952397645,0.00255256329351506,0.0344065756891103
2024-07-29,0.00981395886266258,0.0106874391943011,0.0119985360876864,0.00765077046567015,0.00788299134338658,0.00330820390854763,0.00872191766945238,0.0120451780891608,0.0128111703789873,0.00977407262362163,0.00810020249137367,0.00255800538122464,0.0347785375118266
2024-07-30,0.00974754036414699,0.0106335893593196,0.0120436831437986,0.00758845462930035,0.00784632135201697,0.00327605378381254,0.00867077875905232,0.0118701638373804,0.0130118473959325,0.00969665797430096,0.0082426818153867,0.00252306070980657,0.034506692605094
2024-07-31,0.00969904078967307,0.0107355828295739,0.0119536283247679,0.00754035607132336,0.00779779548715452,0.00324049335659257,0.00860480392210956,0.0119415884653574,0.0131298963800107,0.00964222330601246,0.00828440421188484,0.00249535412137535,0.0343253747515355
2024-08-01,0.00982345160653364,0.0135883387536652,0.0118649937273597,0.00791493269368313,0.00840767989872904,0.00329207479318304,0.0086297899946211,0.0125182339588466,0.0145109959902725,0.00956463473819319,0.00906175373226769,0.00248774334650126,0.0340259755138275
2024-08-02,0.00993942869485157,0.0138971608072383,0.0124374959614135,0.0097839294927913,0.00895526962694058,0.00328172344331574,0.00861447413669036,0.0125965704206107,0.0148505758270255,0.00955259705794721,0.00933254447538741,0.00249683159838678,0.0339866873324439
2024-08-05,0.00861678881522621,0.0122601764782642,0.0197731245550971,0.0108751133519764,0.00888630913578048,0.00358024303410439,0.00941505644636213,0.0121576993684718,0.0154856365368034,0.00945821950151313,0.0103936115460974,0.00256840206600383,0.0337333638287736
2024-08-06,0.0118372760200667,0.0135288474805873,0.0200614164558583,0.0121292336524149,0.0110725465447597,0.00350548919879159,0.00935483175544538,0.01190174303311,0.0151893527913032,0.0101939602737232,0.0101067687120287,0.00270645830315058,0.0384943739056382
2024-08-07,0.0105548888501952,0.0124228281430652,0.0141347224012336,0.0098151131953794,0.0103162012797774,0.00362280510421207,0.00972364666929861,0.0122379288427567,0.0151473741988488,0.0104075130933307,0.0100457917480057,0.00274194624276942,0.038940371041863
2024-08-08,0.00982615195336057,0.0122651024406116,0.0133259879764276,0.00824122030979188,0.00965484081986112,0.00360191566781343,0.00969458308215928,0.0120951055875258,0.015640522010362,0.0103724376979595,0.0102652726230993,0.00270879643401351,0.0389120266017381
2024-08-09,0.011490166003113,0.0146899263250748,0.0165979104634125,0.0102459675278913,0.0107871669846691,0.0035809530535249,0.00965453006330016,0.0120686617065864,0.0156484263919101,0.0103430831205829,0.0101964735490247,0.00274706007214998,0.0400284397582088
2024-08-12,0.0102985105876604,0.0133874919213431,0.0128107703144368,0.00916343383538814,0.0102926441327377,0.00362550475131285,0.00965260637600954,0.0118445619691432,0.0156131819975755,0.0102619539206193,0.0101228941920924,0.00270162149968756,0.0398088888884646
2024-08-13,0.00948375886486988,0.0126223963206529,0.0126770082431586,0.00821241820196743,0.00999459419862879,0.00358100335436042,0.00961957468878,0.0120965926366783,0.0161015453817285,0.0102305625984222,0.0106838881005273,0.0026742060143212,0.0396840556842863
2024-08-14,0.00983177553497629,0.0134356883936069,0.0140519787108735,0.00970941193237726,0.00993617625754922,0.00356378145593562,0.00954645982345872,0.0121854763888354,0.0161411337125841,0.0101923936438941,0.0107442727358281,0.00272746011691405,0.0395436556423008
2024-08-15,0.00922249372443244,0.0127166457241925,0.0125798186273543,0.0090009210005146,0.00982713957688958,0.00355340063405782,0.00950039865581179,0.0118404632967294,0.0162576696698791,0.0101053859812747,0.0106249718691059,0.0026942092299798,0.0394615020937216
2024-08-16,0.00972533083828579,0.0135383102394321,0.0164748176429942,0.00913293108191159,0.00979050027570541,0.00354995451602398,0.00948801211422508,0.0114874195243281,0.0161826064696783,0.0100197844022836,0.0105236970890148,0.00266567771590969,0.0393812213168558
2024-08-19,0.00915626210353745,0.0128187047596751,0.0131108909306618,0.00864999607537049,0.0097735612986941,0.00352311126441729,0.00945816143380291,0.0123781626157588,0.0162651674816981,0.00993435741468726,0.0104917333671807,0.00261429697063798,0.0394891634353931
2024-08-20,0.00898711503247718,0.0126260743020022,0.0131971451623848,0.0088524811587836,0.00972929106392295,0.00351295735868017,0.00936304427140197,0.0125880972779089,0.0165579553395155,0.00989209348325044,0.0104637217894413,0.00264055539439364,0.0392404390387232
2024-08-21,0.00867889530174058,0.0122840610525732,0.0133486702519633,0.00843621455667197,0.0101017224670876,0.00350244089184658,0.00933521155629298,0.0120996416886351,0.0165672997417287,0.00980903289069696,0.0104130334367312,0.00261378933772232,0.0389657560842818
2024-08-22,0.00782416865390155,0.0113800566435297,0.0122047555064179,0.00813085233093166,0.00992983561942685,0.00346996115936015,0.00926258645115837,0.0118799478959027,0.0164108980446846,0.00973855745374256,0.0102533864907908,0.00260377543103672,0.038903441567144
2024-08-23,0.00757029546856842,0.0112987338964035,0.0114634680671273,0.00777590946123852,0.00997331462201421,0.00347685295978699,0.00927826240604123,0.0119417247501652,0.0162710966914157,0.00965700280210529,0.00948068728808118,0.00258135017044154,0.0387314975111444
2024-08-26,0.00733585687462079,0.0107800802376054,0.0167518641263903,0.00886254560971524,0.00867710250343762,0.00348936449011217,0.00924430157499427,0.0117299911880407,0.0164659317140494,0.00994459149990543,0.0104254664571761,0.002660594069597,0.0390102859424786
2024-08-27,0.00687798014312995,0.0105076675681199,0.0127311334242601,0.00836102963851445,0.00840595651358343,0.00362171701623007,0.00918267091049737,0.0113618190001611,0.0165604654744709,0.00986029969793972,0.010540747466198,0.00264214338950294,0.0387418664587602
2024-08-28,0.00644634479989121,0.0100095782222345,0.0117283093573238,0.00786697646612053,0.00977569803630609,0.00343837285310796,0.00911908095514128,0.0110349504273499,0.016398900042706,0.00977316097563832,0.0102656931967492,0.00261048719492762,0.0385504940435156
2024-08-29,0.00642238869406438,0.0100120813733314,0.0113052000152696,0.00747340955346127,0.00974010090355105,0.00341191356171423,0.00905434944889853,0.011217894932957,0.015988641284448,0.00971425724497511,0.0104018506295356,0.00258180355560395,0.0388327164918887
2024-08-30,0.00613767331393455,0.00967509964608608,0.0110330116954947,0.00711356153988349,0.00960272452773558,0.00336757996121842,0.00898622421204501,0.010757888362059,0.0156862478644997,0.00965024180522518,0.0103981867289407,0.00255136657902844,0.0385588315114044
2024-09-03,0.00623621200425205,0.00962427101398826,0.0108180424039518,0.00674536944959374,0.00943136166102152,0.00338788714895366,0.00903219518636818,0.0105885097350764,0.0171478104016017,0.00965886043993024,0.00959704108573588,0.00251379960971124,0.0383071446339982
2024-09-04,0.00857207313869002,0.0122535784440507,0.016918391725317,0.00808381571092521,0.00812932370300616,0.00338612077008375,0.00916872061800134,0.0106411777524222,0.0208597226087156,0.00954779474234949,0.0112004383383762,0.00255884190164895,0.0380635996171257
2024-09-05,0.00833382070828287,0.0118339679632773,0.0138654728700898,0.00799297493522529,0.0097668768483311,0.00339586370492536,0.00921929342507934,0.0105031452963963,0.0208885600981699,0.00947242586019303,0.0113139697027018,0.00257852259664924,0.0377903578468176
2024-09-06,0.00826612742150225,0.0116791707179494,0.0130600196875371,0.00784373386401804,0.00981550291558104,0.00337963923002967,0.00916264404322475,0.0105081694186932,0.0199967714523121,0.00944269331021273,0.0111943102277129,0.00258538487637301,0.0377814569810897
2024-09-09,0.0089144621727891,0.0127480684419374,0.0137061971755419,0.00877885700253777,0.00993187352162473,0.00337050825797407,0.00915970286033242,0.0103872994333096,0.0193968433077181,0.00932834713371669,0.011313002405015,0.0025640995008257,0.0379131438863334
2024-09-10,0.00859518571058283,0.0122300774957725,0.0120799237539957,0.00865714455300947,0.00985887967354169,0.00332345736862926,0.00904923113985173,0.00962975168679194,0.0184868887474041,0.00933625022354185,0.0111776141919925,0.00254768664183326,0.0385074452569203
2024-09-11,0.0079680629866381,0.0116027515272999,0.011495207373484,0.00833767352907704,0.0096935912849286,0.00331072463476505,0.00901625860089922,0.00929940086448847,0.0198904301400549,0.00940778437897791,0.0114051062779732,0.00253978089008595,0.0382853883203855
2024-09-12,0.00778862551074965,0.012343399794156,0.0113319462375496,0.00804873565022022,0.00965507962792919,0.00332967210772486,0.00894997157385497,0.00899927185596794,0.0192502297860661,0.00933404771000292,0.0114360676071533,0.00251535807798243,0.0380298630780309
2024-09-13,0.00754032563956489,0.0116997712516019,0.0120700020194682,0.00791118684333627,0.00951346278742084,0.00321791433316249,0.00890821914671941,0.00966313414119594,0.020066413794825,0.00926280635954958,0.0118534221228166,0.00248354590947805,0.0377935881548278
2024-09-16,0.00722039707344856,0.0110369111454618,0.01432568463482,0.00760746654975842,0.00944129169083107,0.00323563369282456,0.00885246131382109,0.00957571684119878,0.0190680218690837,0.00925484018812193,0.0115360574837738,0.00246198437638119,0.0376233413416152
2024-09-17,0.00694058060330045,0.010684109986881,0.0121105872777653,0.00753268406116401,0.00946386788235012,0.00321366654963216,0.00884061339364775,0.00927527000174137,0.0185596724361505,0.00917990118063756,0.0114256563301411,0.00245998606061609,0.0375579366022684
2024-09-18,0.00672651041280811,0.0103863310273371,0.0118213969418227,0.00743000044010063,0.00920366643236882,0.00319098880508758,0.00880313555243259,0.00916063774622727,0.0179526927775589,0.00916702983556966,0.0113029871794013,0.00242182275325091,0.0374825567611204
2024-09-19,0.00663419644066549,0.0102299571927304,0.0114682771524136,0.00725760841517564,0.00909572822888456,0.00320112577625196,0.00887527092126164,0.00913678535793504,0.0176173400431693,0.00909837073345145,0.0111684719863242,0.00238781746640677,0.0372335838901361
2024-09-20,0.00729393511172362,0.0109343049398467,0.0131773382360754,0.00819470854854052,0.00943741136175865,0.00316648778114845,0.00882327491763604,0.00938510904401901,0.0185000647204697,0.00901347598616675,0.0116162052540701,0.00237866408793419,0.0374944164361609
2024-09-23,0.00705469370622353,0.0105767501324812,0.0124542871946997,0.00828815197806331,0.00929636005245892,0.00314456485799248,0.00877863820843869,0.00956034409327633,0.0176503159859336,0.00896920681805905,0.011360737770606,0.00234161341190966,0.037250029852751
2024-09-24,0.00743001481064204,0.0110129038142526,0.0128820047767521,0.00812619628268335,0.00929748211473068,0.00312628948926455,0.00872531134545936,0.0100317037217153,0.0172845650155457,0.00896088436747241,0.0113086003447207,0.00235997420892912,0.0369964399946766
2024-09-25,0.00768657553006406,0.0113468025526513,0.0127985509627369,0.00807164951876314,0.00892137059597044,0.00308113407577663,0.00866220261387637,0.0100463977717201,0.0170975261286164,0.00888474317072099,0.0114563993449963,0.00230777824978383,0.0367799362079349
2024-09-26,0.00787570417947827,0.0114946539413947,0.013482906043134,0.00807397515381907,0.00942873930049208,0.00310766454781438,0.0086645177846581,0.00937471174017317,0.0178459813929465,0.00886954386569279,0.0114303743237315,0.0023334544511545,0.036687716406542
2024-09-27,0.00871162020379503,0.012403351606534,0.0144312302106066,0.00947849399111677,0.0160007313828376,0.00308954444465366,0.00856217370065002,0.00944270921665973,0.019876044200274,0.00889178705995608,0.0117467232041889,0.00229461951510908,0.0364817814079941
2024-09-30,0.00921712062836096,0.0128948709322413,0.014492109069396,0.00949651139580215,0.0144408761287348,0.00306648475746068,0.00856073309145674,0.00961695985499787,0.020070240178264,0.00882141266316312,0.0118277192202045,0.00224894765608744,0.0362311750325102
2024-10-01,0.00889539177015028,0.0123444812427522,0.0130065945828009,0.00923138378104438,0.0139823235188242,0.00306057219727948,0.00852224148838346,0.00966759961112647,0.0195081094426706,0.00878703707159916,0.0116044532339256,0.00220628195558552,0.0363055716234329
2024-10-02,0.00897541967580321,0.0125798745625305,0.0134859804041775,0.00914291191940261,0.0127151812530649,0.00305560864997981,0.00849747707869399,0.010138211920505,0.0203902107625831,0.00876131696175119,0.0120607746717915,0.00217158032781148,0.0362178040211856
2024-10-03,0.00872228099436327,0.0122122822361167,0.0127383172841817,0.00891657827090633,0.0128744673086088,0.0030231065721015,0.00849180510363127,0.00956019225237907,0.0198846801903257,0.00871563328973293,0.0117474920240936,0.00214042693863655,0.036018002607197
2024-10-04,0.00853544821597285,0.0118649510858534,0.0126791425769768,0.00896795143738616,0.0124464078294704,0.00306388874830132,0.00851984759262848,0.00943516862865498,0.0217813115434032,0.00873419426795204,0.0123889398829373,0.00216160484089218,0.0360685377120503
2024-10-07,0.00854431698658947,0.0118746464181684,0.0131879001551044,0.00881406147780383,0.0117265295365966,0.00320972345112557,0.00859095295614304,0.00930805800688831,0.0211449975180062,0.00870231822562516,0.0115954569967994,0.00213241112684085,0.035626239943786
2024-10-08,0.00870002140361917,0.0119593970191956,0.0128907451351055,0.0087150172565529,0.0111495307454073,0.00318911488541949,0.00857293297473394,0.00922081557988118,0.0225028351825964,0.00871789039634771,0.0119628046337044,0.00228264344986421,0.0354140483731794
2024-10-09,0.00869221889202099,0.0121305931749175,0.0124202490035408,0.00854286922103681,0.0129546107746571,0.00315418699636318,0.00852240486972295,0.00925806383730471,0.0247695748798977,0.00864658278577183,0.0137517808118752,0.00225991546615851,0.0352463729664814
2024-10-10,0.00831979528835165,0.0117077190877608,0.0117664845699311,0.00827308756969945,0.0118574682619944,0.00312124529361496,0.00849157655241995,0.0091482444240012,0.0238672096243458,0.00857422302001372,0.0135754031425708,0.00223148699412759,0.0350963881877343
2024-10-11,0.00796647675710994,0.0112753707002328,0.01169384133555,0.00803097389658566,0.0108614271646647,0.00311928709801061,0.0084454912247027,0.00903022012190217,0.0245295681227456,0.00859393277662361,0.0139873112047609,0.00220057247833419,0.0349551861388425
2024-10-14,0.00770838549205369,0.010880777155908,0.0132833543576827,0.00785343625122377,0.0102167953699935,0.00309627420030631,0.00840064840061664,0.00903748242891541,0.0235851940327382,0.0086204464276556,0.0136936538910473,0.00219950638302387,0.0353524466323166
2024-10-15,0.00758205680795317,0.0106760089780806,0.0114162135668875,0.00763612040066072,0.00969797602627867,0.00306024850421367,0.00834239978562409,0.00886101923681558,0.023347579710204,0.00857494221560052,0.0138532374263233,0.00215147313066929,0.0354741449254204
2024-10-16,0.00763720821022776,0.0109770274082149,0.0117398808346993,0.00833532974777463,0.0110589112241672,0.00308423309384593,0.00840079441201421,0.00866085870887509,0.0252387101624945,0.0086179179169877,0.0146208009781142,0.00211202078715529,0.0352583336441726
