"Date","SPY","QQQ","IWM","EFA","EEM","AGG","TLT","GLD","USO","VNQ","GSG","HYG","IBIT"
2024-03-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-03-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-03-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-03-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-03-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-03-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-03-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-03-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-03-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-03-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-03-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-03-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-03-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-04-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-04-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-04-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-04-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-04-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-04-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-04-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-04-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-04-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-04-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-04-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-04-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-04-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-04-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-04-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-04-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-04-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-04-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-04-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-04-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-04-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-04-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-05-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-05-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-05-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-05-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-05-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-05-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-05-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-05-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-05-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-05-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-05-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-05-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-05-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-05-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-05-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-05-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-05-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-05-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-05-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-05-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-05-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-06-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-06-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-06-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-06-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-06-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-06-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-06-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-06-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-06-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-06-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-06-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-06-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-06-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-06-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-06-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-06-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-06-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-06-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-06-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-07-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-07-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-07-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-07-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-07-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-07-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-07-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-07-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-07-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-07-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-07-17,0.00713986264234768,0.00861538786242719,0.0115523475256716,0.00699457721721704,0.00573395807759309,0.00343667671604905,0.00900672955385031,0.00913710343971372,0.00953309925066514,0.00979942400602828,0.00671048317826048,0.0025738594946508,0.0350859385885653
2024-07-18,0.00612602279995443,0.00969724996065906,0.0115467762175982,0.00697124592966464,0.00693962647618568,0.00343076664758289,0.00892259371781222,0.00947383946389707,0.0113031829433696,0.00975029567215488,0.0067929961148437,0.00256530662402566,0.0347730856071353
2024-07-19,0.0062033657734317,0.00963851880099158,0.0117766890790836,0.00711403145579907,0.00717428122494149,0.00323425123289758,0.00890278785587311,0.009569522901743,0.0112955490232847,0.00973928312995636,0.00704666589085009,0.00255304129809274,0.0345217050715305
2024-07-22,0.00625608044784662,0.00964612023521707,0.0116971490308026,0.00714672379266375,0.00735949675101445,0.0033989405993484,0.00885640860761076,0.0107435850778468,0.011900368046941,0.0095864960694126,0.00762836135457347,0.00254300289415565,0.0351241299430255
2024-07-23,0.00630033226806662,0.00973724937717871,0.0117555793690144,0.00724941070247409,0.00742975213610146,0.00336390969961002,0.00877529218146424,0.0108959272119614,0.0121352384720222,0.00958100264786189,0.00768142918027024,0.00255733312162017,0.0348172655731207
2024-07-24,0.00625406718886561,0.00968980120364307,0.0117177536854101,0.00723233327913822,0.00753136840196425,0.00325555964267701,0.00870821591492019,0.0109662511558909,0.0123556334768063,0.00949730423308526,0.0078164096143355,0.00253173004846669,0.0350000365698406
2024-07-25,0.00961369512263608,0.0107597108641402,0.0119966171149908,0.0074204650845613,0.00777665282151944,0.00331670730309209,0.00874793798244495,0.0111282516967268,0.0124481808485456,0.0096796544262268,0.00786163137232507,0.00257948343962547,0.03465319473993
2024-07-26,0.00962586670330477,0.0107559430393263,0.0119904096966671,0.0074125010150895,0.00785264567655783,0.00327915538099631,0.0087392860803784,0.0118287172322621,0.011665207491669,0.00959862303452733,0.00792587427191593,0.00255302030557141,0.0344228450614453
2024-07-29,0.00967207689797854,0.0107477921527053,0.0120319698984822,0.00754213553804311,0.00788555562850037,0.00330877735407156,0.00872367232207535,0.0120305259585074,0.0128540686082705,0.00978663982587854,0.00813214400344705,0.00254501177884585,0.0347916890364296
2024-07-30,0.00960165202218112,0.0106717288503833,0.012042915581783,0.00752264642364758,0.0078509231375126,0.00333691442072672,0.00866735761768292,0.0120547993718307,0.0130357630908983,0.00970605735551135,0.00826721750353794,0.00253416505159261,0.0345121515527401
2024-07-31,0.00954531024977935,0.0107486340160847,0.0119057047670679,0.00744632527431817,0.00785521330175624,0.00324378320326421,0.00860339144223158,0.0122517622595299,0.013182592373054,0.00964417535136898,0.00830260583328212,0.00249048480808509,0.0343386864932184
2024-08-01,0.00984663359938498,0.0136318159439447,0.011879420138252,0.00763670540999761,0.00820594833979153,0.00329187827135813,0.00862695802753921,0.0127689281845416,0.0145681987369336,0.00957115275066101,0.00907750802205681,0.0025209009309764,0.0340603123102037
2024-08-02,0.0100545791836905,0.0139725020931701,0.0131440234410342,0.00914854484715259,0.00861371148702004,0.00330375639019232,0.00862289968174317,0.0118156796144184,0.0149201501671928,0.00956015209207839,0.0090888313863159,0.00252647172592909,0.0340190325987946
2024-08-05,0.00911289021356016,0.0124331436429374,0.0209672753946074,0.0110949053415989,0.0087699050114365,0.00360448046035019,0.00942698306239889,0.0124657234054463,0.0155524230435897,0.00942955461228523,0.00971063068135163,0.00256790932095159,0.0337564216953065
2024-08-06,0.0107176618417448,0.0135271610998111,0.0198523558291672,0.0121806890055783,0.0133415571474422,0.00356454635949552,0.00937789298155127,0.0123113003604748,0.0151965353429531,0.0101973597545547,0.00976162564775447,0.0027201616222759,0.0384939895534018
2024-08-07,0.00991672822580816,0.0125104543235167,0.0159157564113827,0.0117155750186197,0.0103238132854753,0.00364096599461049,0.00973195870736527,0.0123712348749289,0.0152062156254522,0.01040953688973,0.00951960351875972,0.00274747617743973,0.0389386221599095
2024-08-08,0.00954567707445224,0.0124217470530244,0.0179447554681093,0.0119045572460242,0.00949487477083342,0.00363431582153622,0.0097064050095951,0.0121798843363375,0.0157010927773678,0.0103626689536874,0.00991078439190984,0.00273137658107808,0.0389112908817477
2024-08-09,0.0111340694654502,0.0146987851095271,0.0172386027539913,0.010682608856918,0.012531322282075,0.00360642167584123,0.00966408346668561,0.0119808596896104,0.0156961929811857,0.010337163581689,0.00925455271894403,0.00275507598026907,0.0400290156230075
2024-08-12,0.0102502684910459,0.0135152364487072,0.0144233583495582,0.00967940958746571,0.0103003449083459,0.00360351436817833,0.00968270434044853,0.0113927132912427,0.015694108635103,0.0102573756919541,0.00921139947671243,0.00272397673636332,0.0398086914655734
2024-08-13,0.00969045444613996,0.0128494679949212,0.0138962176737505,0.00886309369456098,0.0100035259433164,0.00356459040169787,0.00962072009995068,0.01248814180139,0.0162474511069329,0.0102355216781582,0.0102485925826005,0.00269454233947011,0.0396836200973606
2024-08-14,0.00995716061013555,0.0135810059456967,0.0149519061411493,0.00975476757888408,0.0114855040145882,0.00357686428760561,0.00957880586831985,0.0115349998615626,0.0162573715391998,0.0101930156590259,0.0103204429363012,0.00273902658651808,0.0395440230791547
2024-08-15,0.00954921397600179,0.0129659163368738,0.0137982378776371,0.0115663483198137,0.0098265593884435,0.00355199636283389,0.00943128216625027,0.0115461539231487,0.0163107084736697,0.0101082203416609,0.0102427882045339,0.00271909667831886,0.0394623606579017
2024-08-16,0.00986301874303743,0.0136905487015619,0.0170923457636788,0.00935931093121824,0.0114515264684855,0.00357426432670846,0.00949492772474813,0.0115730041924462,0.0162765659051427,0.0100215546788792,0.0101887284286008,0.00269738751610832,0.0393819812104329
2024-08-19,0.00949075563107269,0.0130845387082029,0.0146519823780917,0.0111932062235073,0.00977485903629739,0.00353745976659256,0.00943001723617483,0.0126974602328228,0.016331741514979,0.00993969558346235,0.0101787075586667,0.00269885641970139,0.03948903354654
2024-08-20,0.00937561919495441,0.0129339328518747,0.014425012280811,0.00987829375549025,0.00973414490159194,0.00351112287952757,0.00937286961305861,0.0124945680958438,0.0168355239194469,0.00990911832346001,0.0100790487769635,0.00266301933815614,0.0392398419581117
2024-08-21,0.00917029787185211,0.0126428624971789,0.0144313955236962,0.00930033969897887,0.011352186587362,0.00349862254246743,0.00934524882769758,0.0118241374923164,0.0166520411146319,0.00981226111385727,0.010061699025196,0.00265697107667534,0.0389654717970684
2024-08-22,0.00850981464406024,0.0117799138039513,0.0156617112576439,0.00813510213624008,0.00987669017634239,0.0034909546114147,0.0092931274366102,0.0118424276009465,0.0165216552474154,0.00974614676520805,0.0096723711614171,0.00262302571107745,0.0389022265034284
2024-08-23,0.00824367171472382,0.011717776830514,0.0133075082340021,0.0106367566764225,0.0110377687476863,0.00345862007314625,0.00929548712159689,0.0114776498428903,0.0163869515349569,0.00965982875884602,0.00900455992210978,0.00259917399159259,0.0387305944335248
2024-08-26,0.00800685095230572,0.0112264667065911,0.0180179714274602,0.00887594623175102,0.00867526425167947,0.00351854673640753,0.00925309255657339,0.0119129600072346,0.01701417378963,0.00994742158120317,0.0100775017835495,0.00266096146337613,0.0390090387002839
2024-08-27,0.00764099508500289,0.0109737405519009,0.0153449611751693,0.00838547674207076,0.0108800228879534,0.00347338329639927,0.0091854419343219,0.0111830907920172,0.0175993577647492,0.00986100501016763,0.0101615403954082,0.0026526632121642,0.0387413711575007
2024-08-28,0.00726870731669565,0.0104798682791633,0.0142372673333949,0.00786096938701847,0.0106925301066187,0.00344472059201193,0.00913117621845684,0.0109791015011789,0.0175261606966359,0.00978428306876441,0.00999930746605963,0.00261449886761894,0.0385410067649379
2024-08-29,0.00723590252718108,0.0105144146021514,0.0135223828612008,0.00751297068236945,0.00954146364419396,0.00341901231984805,0.00905570655190371,0.0108868892568367,0.0171441109237191,0.00972241825392562,0.0100141689479785,0.00258731534777444,0.0388303051753873
2024-08-30,0.00693268604969152,0.0101350311092345,0.013071077975124,0.00805510630561998,0.0093389535538179,0.00337915336278879,0.00899908565695051,0.0106948333049738,0.0156701437212939,0.00965575216695274,0.00999497888888219,0.00254615325754643,0.0385588763273966
2024-09-03,0.00710140029573783,0.0101795994886311,0.0133966720980266,0.00677131064004099,0.00925241152377156,0.00339640170147586,0.00903724411303687,0.0106719914921428,0.0183719653313478,0.009637336287628,0.0100172533348008,0.00253289225836181,0.0383074416205482
2024-09-04,0.00898002123190887,0.0127920910391483,0.018784177332391,0.00961431063287541,0.010929607561679,0.00338810876238871,0.0091418373927009,0.0106431818011286,0.0216447638233818,0.00955106723243083,0.0110148246621021,0.0025908837677353,0.0380608956476077
2024-09-05,0.00905397498882787,0.012787541231001,0.0164894413531973,0.00799671953416108,0.00945104711472324,0.00339017391078769,0.0092231111186877,0.0104964587543068,0.0217510447324532,0.0094731532896772,0.0111894201456259,0.0025749626485806,0.0377836986358909
2024-09-06,0.00918742089349028,0.0128836507654746,0.0155786520261725,0.00792108443100203,0.00978694697398619,0.00337578786179793,0.00917336644291656,0.0104803832098756,0.0200085545433851,0.0094117169980476,0.0106541715036883,0.00257910775684798,0.0377624295576891
2024-09-09,0.00941862209637761,0.013199516103686,0.0165098452703762,0.00909364315025162,0.00965947861141817,0.00332301057689226,0.00910202049580776,0.0100976081339221,0.0206127776011985,0.0093417002455823,0.0110536562648065,0.00256295394279108,0.0379110409242335
2024-09-10,0.0092754092339478,0.0129212928481805,0.0152181810060401,0.00902497205056308,0.00981221401774303,0.00326847946190163,0.00905219558208532,0.0104721569523581,0.0184689454605598,0.00934929762710519,0.0105548705505111,0.00254997470471485,0.0385075013923327
2024-09-11,0.00900954553274766,0.0126485726531982,0.0144325569977085,0.00861224679047267,0.00954415391179578,0.00331399061981207,0.00901576556696464,0.00932743143367306,0.0198456014399989,0.0094136749674086,0.0113226723364907,0.00252560476886178,0.038282720912094
2024-09-12,0.00889416723350448,0.0128513162432087,0.0140397303997621,0.00830388016964166,0.00941460114376979,0.00328281845790981,0.00895548109604593,0.00908657869761255,0.0206887366389565,0.00934868292491904,0.0113509811833216,0.00251299793295291,0.0380311975890565
2024-09-13,0.00876612967482903,0.0126270921142507,0.0146242401296128,0.00814504428320595,0.00940196507968694,0.00326313418184724,0.00891243917876305,0.0101720394276996,0.0200422941839065,0.00922388563245734,0.0118528420941248,0.00247165004769505,0.0377887931683326
2024-09-16,0.00859392869494149,0.0124399772200135,0.0168465224301788,0.00759716267178629,0.00936640945118439,0.00323521529367133,0.00885036010856082,0.00964789455492173,0.0206644087936018,0.00926708546173494,0.0114612629191581,0.0024574399630907,0.0376216587761076
2024-09-17,0.00843575719488133,0.0122945247042604,0.0149403611795696,0.0090481853500585,0.0093844010948381,0.00320995120658514,0.00884465862016662,0.00929914192198673,0.0202679437662124,0.00918789563481162,0.0113173165490916,0.00243302323987623,0.0375610626378681
2024-09-18,0.0082523914268671,0.0121218229320414,0.0143811612291974,0.00741985904158694,0.00928435163190635,0.00318700013790245,0.00880046011278663,0.00923757774161998,0.0179136428949742,0.00916791801284003,0.0111501234032132,0.00239879939315306,0.03752443340455
2024-09-19,0.00815988826500494,0.0119807704739504,0.013842163915069,0.00724705789967933,0.00920693043518762,0.0031906888165121,0.00886305779146722,0.00907716768853682,0.019535682242451,0.00910278456048513,0.0109342299711965,0.00236199483453955,0.0372307112458422
2024-09-20,0.00854233667442242,0.0123831272703009,0.0156155819370254,0.0088171459648126,0.00931432511043899,0.0031625086188333,0.0087773626393314,0.00942578972126955,0.0202540120216351,0.00903516408715288,0.0115083357187886,0.00236017027554326,0.037493372403215
2024-09-23,0.00841811528466554,0.0122469517491993,0.0148577316836385,0.00827059638769415,0.00932125271932824,0.00314050652515132,0.00878438681833444,0.00944090022170388,0.0195562255091685,0.00896558806203661,0.0111750615598616,0.00231784281321222,0.0371547733136633
2024-09-24,0.00868164309453999,0.0126653879853855,0.0146247413544592,0.00874451419475149,0.00930692644502885,0.00308917818587197,0.00872585243260805,0.00957456316351613,0.0191831734199471,0.00896380641995054,0.0109725178981709,0.00232628695785377,0.0369886739553199
2024-09-25,0.00887131474362553,0.0129310917390647,0.0144143439111958,0.00957875558583994,0.0119011780448057,0.0030871361164364,0.00866065125646118,0.00986499000769759,0.0189987430042829,0.00888510946359862,0.0112113256346943,0.00228350295166702,0.036754449286749
2024-09-26,0.00900979085926581,0.0130815840436702,0.0150646028379933,0.00850823369772727,0.0121709800717072,0.00310765191639906,0.00867540309656886,0.00938091500014862,0.0195757507717758,0.00887659823850701,0.0112708868482888,0.0022644510307654,0.0366055864807492
2024-09-27,0.00963742648344616,0.0139985970836789,0.0153916481559424,0.0100970919830282,0.0180471925556497,0.00307660773938582,0.00861296182982295,0.00942717405969749,0.0211634318967533,0.00890270643670253,0.0114865489929568,0.00224440447448096,0.0365026541264585
2024-09-30,0.0100456031473235,0.0145075631708124,0.0153870945212832,0.0100522717337436,0.0152819872807292,0.00306341240349771,0.00856506445567998,0.00967960924502092,0.0212054744919416,0.00882479325024203,0.0115442109133172,0.00223580901320552,0.0362281390121612
2024-10-01,0.00961766623339468,0.0137295483117803,0.0133626552266468,0.00967963844772013,0.0140986641393097,0.00306829472635626,0.00852926197068619,0.0096995855005687,0.0205932722561466,0.00879234629452806,0.0113578970283132,0.00220613277884325,0.0362077021452438
2024-10-02,0.00946308585147374,0.0134981533525785,0.0137707927890667,0.00974182797779748,0.0134010775905965,0.00304836539966682,0.00850687238670127,0.00992267874357992,0.0211338141412367,0.0087910408284058,0.0117664552382682,0.00217994792814713,0.0361378550598671
2024-10-03,0.00917820991076739,0.0130902786460206,0.0128933328224429,0.00972871098037369,0.013431659010157,0.00304162689398487,0.00850641230324386,0.00962851567955536,0.0205767502735091,0.00871533421523474,0.0116609088509905,0.00214717386601923,0.0360257101068529
2024-10-04,0.00894573566723922,0.0127443788850662,0.0128484406846172,0.00920079285453531,0.0130413570992196,0.00306500997666228,0.00852878175853131,0.0091979640036232,0.0219317375255537,0.00874504419413129,0.012092056935782,0.00216826471760164,0.0358145619604073
2024-10-07,0.00886231044534222,0.012612180820972,0.0134623300452774,0.00900511165885183,0.0122375068143897,0.00316999248500771,0.00859478176501192,0.00900101790748432,0.0212930717585632,0.00871015246305911,0.0117216460474518,0.00214877424693325,0.0356670639983114
2024-10-08,0.00891676919769176,0.0125648806687515,0.013085808076159,0.0088695904399851,0.0125014039645145,0.00318096731577754,0.00858221285844201,0.00886942597672347,0.0222733126708986,0.00871994471393584,0.011939855520177,0.00229181107548922,0.03549175264807
2024-10-09,0.00887227473399203,0.0125792751809879,0.0112470784070015,0.00866089152118831,0.0132200359619451,0.00313075075709961,0.00852644716529379,0.00888317804590303,0.0241866103057052,0.00864999904512475,0.0134234123785024,0.00229581228196146,0.0352987859178088
2024-10-10,0.0085225520033154,0.0121306589160176,0.0120602235667032,0.00826035464003276,0.012714184115373,0.00315524892651722,0.00849466324375231,0.00881476429209557,0.0233232385144889,0.0085744210703593,0.0131317604766147,0.0022465427662168,0.035117547008101
2024-10-11,0.00820415679328235,0.0117326831033024,0.0120683788413984,0.00808678164171214,0.0121689917563275,0.0031342882414512,0.00845146413546691,0.0087398767797963,0.0238755208232614,0.00859338169670932,0.0136763180773909,0.00220227640984733,0.0349764687196434
2024-10-14,0.00797110054606297,0.0113939249772234,0.0139215694775274,0.00782252060642329,0.0116600446083757,0.00308197552815449,0.0084541058891542,0.00879601449509662,0.0229672233430166,0.00861989959240616,0.0132880625441488,0.00221194958067839,0.0354235054328898
2024-10-15,0.00785137311370344,0.0111908486704308,0.0127144202697338,0.00765472580264281,0.0112236440670258,0.00306879498408869,0.00835016492138398,0.00863973414157701,0.0227308729698919,0.0085693584589051,0.0135064672881407,0.00215646373641933,0.0355023293921715
2024-10-16,0.00787021320106677,0.0113376637365976,0.0120912742994825,0.00845064428492192,0.0117741923500284,0.00308415652386274,0.0084046535212805,0.00847904264792991,0.0244511251186675,0.008613826845158,0.0142597086624968,0.00212034130943615,0.0352782300817062
