"Date","SPY","QQQ","IWM","EFA","EEM","AGG","TLT","GLD","USO","VNQ","GSG","HYG","IBIT"
2024-03-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-03-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-03-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-03-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-03-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-03-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-03-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-03-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-03-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-03-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-03-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-03-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-03-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-04-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-04-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-04-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-04-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-04-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-04-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-04-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-04-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-04-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-04-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-04-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-04-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-04-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-04-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-04-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-04-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-04-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-04-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-04-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-04-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-04-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-04-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-05-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-05-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-05-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-05-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-05-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-05-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-05-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-05-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-05-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-05-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-05-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-05-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-05-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-05-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-05-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-05-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-05-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-05-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-05-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-05-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-05-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-06-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-06-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-06-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-06-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-06-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-06-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-06-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-06-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-06-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-06-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-06-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-06-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-06-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-06-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-06-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-06-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-06-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-06-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-06-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-07-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-07-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-07-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-07-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-07-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-07-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-07-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-07-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-07-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-07-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-07-17,0.00541141032758489,0.00872840156168418,0.0115431633872138,0.00719433912954295,0.00720218174664219,0.00340014202591984,0.00896274888260731,0.0109523009712138,0.0128231162500863,0.00975540206732951,0.00833170839223177,0.00264410431570202,0.035051033304097
2024-07-18,0.00610877526786101,0.00967448717198504,0.0115588668271774,0.00717536832915945,0.00758826438882873,0.00336677705806628,0.00890348251557603,0.0110278339949795,0.0129620521497903,0.00969460871776396,0.00825140764672169,0.00261427842384688,0.0347363632264925
2024-07-19,0.00617158246974818,0.00961602719461101,0.01178721870107,0.00725623928092108,0.00761048913142468,0.00342986972448638,0.00889501838065692,0.0104882028617311,0.0129316898139389,0.0096884800122754,0.00824747564357688,0.00260058963250684,0.0344921027160479
2024-07-22,0.00621159386645623,0.00962273884540031,0.0116786478023485,0.00724016483757273,0.00774075234450365,0.00336616002955034,0.00883948517712349,0.0112456164805374,0.0132443540084644,0.00959811922028201,0.00841208747037781,0.00257450114256615,0.0350911384348934
2024-07-23,0.00626998250681718,0.00971370772543469,0.0117458936308872,0.00729787046012354,0.00766966647757232,0.00329999081537449,0.00876604854431905,0.0109309717798452,0.0131278428681007,0.00958903759632493,0.00835429560638183,0.00258031157181867,0.0347810338645976
2024-07-24,0.00622448234322619,0.00964371010283415,0.0117127306485811,0.00727857882247128,0.00770463282355667,0.00330976644975447,0.00869708530644982,0.0105407771048936,0.0131335320288767,0.00949390718734595,0.00833998327409361,0.0025586724538457,0.0349732836485867
2024-07-25,0.0069181805840288,0.0107162287019025,0.0119959256545813,0.007416410187119,0.00790034359356232,0.00330400680602818,0.00872757846663569,0.0104603993474541,0.0130116595040357,0.009645668999124,0.00826755433503799,0.00261071953438343,0.0346354368382825
2024-07-26,0.00700795798254373,0.0107352733837983,0.0119927287743147,0.00740570705123118,0.00784675532560857,0.00329670708714921,0.00871693900568993,0.0108849692509691,0.0129324893655069,0.00959714702074486,0.00820403208895516,0.00254913362148596,0.0343915343707596
2024-07-29,0.0070153885233584,0.0107182666925042,0.012058264535513,0.00751240806343577,0.00786424494417146,0.00332183306930318,0.00869838322360034,0.0110830179095304,0.0130446014304934,0.00973470312037402,0.00826558203599237,0.00253994962237944,0.0347676418775755
2024-07-30,0.0069682911342804,0.0106343511576567,0.0120080758858632,0.00747749698533143,0.00782105874451194,0.00325867597733879,0.00864620107994738,0.01051806986422,0.0130289934122857,0.00966832426802296,0.00827550877908663,0.00253079979441579,0.034494875156566
2024-07-31,0.00697091039808565,0.0107067234939462,0.0118650024664828,0.00742053012831317,0.00777519688204899,0.00321384153044898,0.0085793971995083,0.0104835893600158,0.0130051549260182,0.00960781702295598,0.00820989008669894,0.00245018275860058,0.0343151361713167
2024-08-01,0.00889110813524632,0.011210526173975,0.01184831606315,0.00755903452385241,0.00821640856900199,0.00330898954952672,0.00860410763121486,0.0111378449922088,0.0140719798822776,0.00956874630283593,0.00874794148196563,0.00250769825526086,0.0340282459709532
2024-08-02,0.00980703146894294,0.015973180596359,0.0125448462847549,0.00882912261209053,0.0084951605075801,0.00324483960064272,0.00859504138570997,0.0106851406590453,0.0141664028083509,0.00951946132209982,0.00895780957834972,0.00248020456295442,0.0339889546639344
2024-08-05,0.0116178578558134,0.017222354120626,0.0214493496391898,0.0101464537380151,0.0086150615247874,0.00351299828787556,0.00939370289808132,0.0104859161502716,0.0148431085475123,0.00944133420535638,0.00914938885990961,0.00251386381069159,0.0337224482621931
2024-08-06,0.0162909876954206,0.0195958700301537,0.0222893019658676,0.0128317400181316,0.00926249138550395,0.00348710924944921,0.00933637894499838,0.0106836334701433,0.0147368574230054,0.0101686576175638,0.00909395141327192,0.0026595500093319,0.038417805076927
2024-08-07,0.0151234469176917,0.0180910811072085,0.0166119128804472,0.00918899170282642,0.0129418855415368,0.0036122275228913,0.00969554946577193,0.0105262678909191,0.0146847794823196,0.0103875710361162,0.00904882194567813,0.00268256394426932,0.0388533027874279
2024-08-08,0.0140944641633976,0.017091580021275,0.0139131902090639,0.00758252978121751,0.0107919721485027,0.00356540613687665,0.00966738185707197,0.0104380707123727,0.0150508171164894,0.0103453552514988,0.00912827001052226,0.00268380234894512,0.0388253798628066
2024-08-09,0.0155869013654625,0.0190645341110502,0.0168928907788101,0.0101200227724431,0.0135122162370952,0.00352152113704628,0.00962900553594452,0.0105573176316742,0.0149800773010074,0.0103201583241008,0.00909022876870744,0.00269561282648534,0.0399167221515382
2024-08-12,0.0142720280503803,0.017520891605809,0.0136579471341946,0.00856195703748869,0.0114374312172241,0.00358127303125668,0.00962673998230282,0.0104564575223021,0.0149322979150519,0.0102388165548904,0.00905744964409708,0.0026595329664558,0.0397025997284617
2024-08-13,0.013033204710453,0.0160843998952272,0.0125301653493761,0.00749109117564183,0.0097941661715933,0.00349356653219027,0.00956292428611746,0.0105556056276721,0.0152831250197798,0.0102060437960985,0.00926021800982791,0.0026295838685422,0.0395806532908844
2024-08-14,0.0133174762789502,0.0170566587986836,0.0135704045431857,0.00979303759664466,0.00963659768959331,0.00349008698108533,0.00952367990895387,0.0104911070272798,0.0152613340168162,0.0101666167194163,0.00927817416636926,0.00265632766053011,0.0394444568677282
2024-08-15,0.0121848432351735,0.0156983802414215,0.0122623984297034,0.00875855013977112,0.00897039703954047,0.00349033490899703,0.00947783251578538,0.0104771090307357,0.0152498388803222,0.0100770336137209,0.00922502993438116,0.00267171182509093,0.0393643937123514
2024-08-16,0.0127718795456949,0.0168129903171879,0.0158716038669641,0.00902464683169524,0.00911568639178084,0.00349109039710872,0.00946640754164358,0.0104081423273704,0.0151933090900373,0.010004548177924,0.00920823078515153,0.00264169459090569,0.0392860642357413
2024-08-19,0.0116529540196258,0.0155125040232773,0.0135592510163886,0.00832267730732588,0.00941963383382735,0.00345603174280059,0.00940263100042229,0.0110137100295847,0.0151892784877768,0.0098980544534951,0.00916715807842863,0.00264845482674969,0.0393923701685244
2024-08-20,0.0111041271256881,0.014884958127588,0.0131037761378779,0.00870832764711897,0.00905443558304287,0.00342698353141082,0.00934485812570343,0.0105824000766691,0.0153885256188944,0.00987180409285316,0.00913702074861364,0.00259790422752658,0.0391499635622138
2024-08-21,0.0101636361667892,0.0137984193688609,0.0129331677767244,0.00809085791566457,0.00940328041064701,0.00343302171676258,0.0093385977493984,0.01049996404039,0.0153124859702339,0.00976771600726597,0.0090904093590308,0.00256798036176873,0.0388840462140478
2024-08-22,0.00923091877709994,0.0127730932060007,0.0129023466513865,0.0080695366408889,0.00935750841478988,0.0033841674683151,0.00924738626787213,0.0104349802432821,0.0153364424727249,0.00969274350370328,0.00908258303286629,0.00256364763732663,0.0388236897978808
2024-08-23,0.00916858035769748,0.0134073890548614,0.0124015538697651,0.0078603011662687,0.00940776098240498,0.00340374282368285,0.00926817324179083,0.0104816740409153,0.0153151129899999,0.00960386253828406,0.00902759626608912,0.00254342669630069,0.0386571362342976
2024-08-26,0.00914633470212132,0.0128731912369435,0.0171606530760333,0.00949028273462241,0.0106221702455099,0.00341380935494114,0.00922689357703639,0.0105045654341554,0.0155209996447545,0.00991033493392408,0.00921816820422791,0.00268749725638439,0.0389279702952998
2024-08-27,0.00848975751252068,0.0126069654587049,0.0147613530185051,0.00892333509790807,0.0100778456085009,0.00341681094283146,0.00916591420365464,0.0104135436674188,0.0174632298499147,0.00982429703949593,0.00929381336525195,0.00259337741233484,0.0386680207661974
2024-08-28,0.00778633950610815,0.011788940968805,0.0136284190371591,0.00835274216417465,0.00946174127106815,0.00339823951067524,0.00910127680969529,0.0103460731174652,0.0172999401692725,0.00973546176319747,0.00926008599100113,0.00257317589355922,0.038485379468321
2024-08-29,0.00770846367588784,0.0118897740137354,0.0127042147410447,0.0079322556968165,0.0094327817427799,0.00333408059905133,0.00903494239891589,0.0103235621092393,0.0168497418452672,0.00967136901567177,0.00929895678073947,0.00254736804734801,0.038755247441149
2024-08-30,0.00716981526677108,0.0112178138140327,0.0120158138607457,0.00750882196931901,0.00936977420382111,0.00332201241556315,0.00897833959824056,0.010264858121019,0.0165962300594729,0.00962108932990238,0.00933060585070217,0.0025265501606659,0.0384912398688683
2024-09-03,0.00739902023177796,0.0111573390707606,0.0115329587924686,0.00711720344691831,0.00930829350824988,0.00329950432804627,0.009013908520033,0.0102438820084329,0.0183548976971295,0.00957687448382072,0.00939709393667741,0.00249939444514354,0.0382469307326357
2024-09-04,0.0104949597524618,0.0146892171422834,0.01572036742144,0.00869042725606148,0.0106003037061746,0.0033053294090343,0.00914812951769185,0.0101367205597575,0.022342233977415,0.00950348449851602,0.0108402356225026,0.0025255424834859,0.0380123519259476
2024-09-05,0.00981718706073067,0.0138745425074993,0.0144133152953512,0.00835527607854995,0.00948013327228776,0.00331252393322051,0.00919907687570632,0.0100243133282683,0.0219097133027971,0.00943008428688683,0.0109142686649649,0.00254165511055227,0.0377473191660636
2024-09-06,0.00922595092637844,0.0131120676880443,0.0135362706627355,0.0079421806939711,0.00941900536934079,0.00330929372644569,0.00915143647698099,0.0100300947313317,0.0204276774549643,0.0093666073519025,0.0106259447471167,0.00255709961004104,0.0377398515068309
2024-09-09,0.0106514503328846,0.0151183064422064,0.0142745726179043,0.00966772427974237,0.0105287292146045,0.00327077566965563,0.0090855082275799,0.0100627266064828,0.0196569020270831,0.00929658008931311,0.0108718258618054,0.00259779961706119,0.0378671239840794
2024-09-10,0.0105357581802667,0.0147273898723466,0.013360994156203,0.00959285065999475,0.00959829793387353,0.00324374750780293,0.00902907072645103,0.00934466754296255,0.0185022425735767,0.00930051659586152,0.0106197874125722,0.00251371489617071,0.0384506835813667
2024-09-11,0.00987962069707196,0.0141364796696308,0.0125876561505703,0.00924253318419875,0.00953206687725356,0.0033058999299269,0.00899337545210285,0.00917562572073333,0.0203644479202815,0.00935974585437041,0.0105661567772775,0.00250894331203959,0.0382313176063786
2024-09-12,0.009760161892963,0.0147989847247124,0.0119603641050043,0.00887211042388037,0.00950458760514298,0.00328665872937541,0.00892926587093722,0.00898823622164698,0.0196096911692414,0.00929839153212676,0.0104275410546984,0.00247467397918468,0.0379808547573722
2024-09-13,0.00946530346721769,0.014228653264013,0.0122465195061851,0.00874015042940069,0.0094855916408921,0.0032828483832732,0.00888776115887944,0.00946460142537632,0.0205948107091545,0.00923041269059001,0.0112571395916434,0.00249236568971992,0.0377531708259786
2024-09-16,0.00896456970320159,0.0135010766132872,0.0141079110078374,0.00831171801503398,0.00943739216256194,0.00319130823353457,0.00885125776083594,0.0099457043701081,0.0194633565927066,0.00922596955624396,0.0103231971935761,0.00245295712079533,0.0375892817671685
2024-09-17,0.00839926456380695,0.0129152155150773,0.0138816427094501,0.0082075154973374,0.00938258913996955,0.00316521499657208,0.00881595974715067,0.00929277333772666,0.0188681007487003,0.00915030599280019,0.00988675153754618,0.00243613400777678,0.0375259156909199
2024-09-18,0.00788699860764669,0.0122574136605761,0.0128254530092504,0.00803660792448817,0.00932310262236591,0.00312073243189769,0.00877730017551802,0.00921198485493717,0.0180961032923957,0.00914186369336192,0.00949608831012572,0.00242988518472046,0.0374666663779315
2024-09-19,0.00754457384088044,0.0117696342804209,0.0122424438582843,0.00777199598374308,0.00927830343345778,0.00322859076859886,0.00885452786432577,0.00983552937130835,0.0177457697625234,0.00907597555748083,0.00924275784542875,0.00237046081678952,0.0372142169622568
2024-09-20,0.00895039127294223,0.0133686369865817,0.0132861800335194,0.00930256815455504,0.0095015948645134,0.0031704605182879,0.00880304125618171,0.00946617882442396,0.0189916558894888,0.00900246728342697,0.0107289972885058,0.00237493574406015,0.0374689384488344
2024-09-23,0.0084914034378994,0.0127641948501399,0.0131251024747781,0.00944680170353405,0.0094480836248988,0.0030897179256904,0.00875505366206982,0.00953105410540235,0.0179973358575155,0.0089545527608498,0.0100382079041853,0.00234815779568032,0.0372302636618481
2024-09-24,0.00803332054162298,0.0121821857604495,0.0125917615023002,0.00905805558991349,0.00942263355063451,0.00306781541986029,0.00869695313112602,0.00940005249933501,0.0173061900577334,0.00894798841923542,0.00942645139778087,0.00233696135769878,0.0369856135114889
2024-09-25,0.00762316946629884,0.011676172647503,0.0120784476085883,0.0088010478804752,0.01394683816158,0.00303599421596463,0.00863314560725506,0.00950529050644918,0.0168508471540535,0.00887136324444069,0.0099212196271448,0.00231272118298959,0.036785719478511
2024-09-26,0.00732508237102619,0.0111645585461814,0.0122966330131767,0.00860734901299219,0.0127578833377668,0.00310160945881809,0.00863525423670716,0.00939110156672836,0.0178218029420502,0.00885554673341179,0.00997184974620338,0.00229436325515176,0.0365864489469878
2024-09-27,0.00701855443920982,0.0108343711804895,0.0119222665719755,0.0101169947008096,0.0187431555829538,0.00305939518685116,0.00857404367889749,0.00929956876349711,0.0198163420601528,0.00887615199691522,0.0101778049841703,0.0022486732189022,0.0364494320540159
2024-09-30,0.00674397232549823,0.0106007526738784,0.0116733736524588,0.00988686189675957,0.0155760309180043,0.00302320570756153,0.00852851980982502,0.00930385530896958,0.0195680600444551,0.00879816289705156,0.00988510518585584,0.0022509416026775,0.0362361134596093
2024-10-01,0.00650098409455129,0.0101778000265647,0.011313099496096,0.00964966233071337,0.0150297725906239,0.00306452771549952,0.00848900420375302,0.00931897984669114,0.0187649379361908,0.0087755929170433,0.00939068978105619,0.00220853511160264,0.036239935198756
2024-10-02,0.00709520331905189,0.0108241690578033,0.0118724149172573,0.00946357994943184,0.0129888879378685,0.00306262253204904,0.00846322720778165,0.00932306126415019,0.019897496675203,0.00875979324294883,0.0105129209562229,0.00216961918439557,0.0361651518015424
2024-10-03,0.00678113260507674,0.0104206463429797,0.011468263513314,0.00924975531815483,0.0136909492971536,0.0030441668111241,0.00848009742604839,0.00918197497265137,0.0191754201187425,0.00870476451064315,0.010330808674718,0.00211987666157183,0.0360303665266778
2024-10-04,0.00655964524514803,0.0100583767495572,0.0113341660535311,0.00928614885911207,0.0129871136444257,0.00311167667880802,0.00848955274717606,0.00906065453469411,0.0214590690341185,0.00872915068523196,0.0110864578642992,0.00214781449582608,0.0358164962988568
2024-10-07,0.00680858637732978,0.010194782640277,0.0117968610599598,0.00905350641667667,0.0117412491577049,0.00315829500466727,0.00856076158334927,0.00893471020003296,0.020656942297986,0.0086849229600071,0.0106145503323496,0.00211512585429148,0.0356612502503585
2024-10-08,0.00730258977752355,0.0104454544919243,0.0116714565972711,0.0088765790057528,0.0107070394431911,0.00310648504510426,0.00855109419899383,0.00883705178758462,0.0221842209301393,0.00870340053887759,0.0110177267573281,0.00225444710548279,0.0354532094526671
2024-10-09,0.00745850246016449,0.0108044688776017,0.0112685477461078,0.00857630045778191,0.0143485529870098,0.00312512078003436,0.00848977177719391,0.00884936972917097,0.0246344312843238,0.00864513303954744,0.0126669511516763,0.00223480404203847,0.0352870565657055
2024-10-10,0.00733627647640593,0.0105681375023899,0.0109335875422768,0.00825597362871297,0.0129663989371099,0.00308165097959502,0.00839956396184445,0.00879608248417291,0.0236949047513177,0.00857043981292159,0.0124641437469378,0.0022120320231191,0.0351369295286498
2024-10-11,0.00705966234813478,0.0102192050345991,0.0107947859296917,0.00795925202665225,0.0115864899481953,0.00313817284033202,0.00841060348346635,0.0087155773076323,0.0245117411643492,0.0085786632850999,0.0129906517940857,0.00217832095741575,0.0349919481167652
2024-10-14,0.00691889818125175,0.00987220380437937,0.0122594244725346,0.00774670971245837,0.0106812761761015,0.00304043237936205,0.00837948280481139,0.00877397970197929,0.0235335159532429,0.00861114430752964,0.012649356938971,0.00216470058659196,0.0353831503868557
2024-10-15,0.00698126450963127,0.00975356212337974,0.0119148467727572,0.00747105948108408,0.00989557910123688,0.00313317139986196,0.00830353223623371,0.00863402273456042,0.0233214683190326,0.00856536149743741,0.0128960307429664,0.00212749117456353,0.0355019275513198
2024-10-16,0.00727692555875061,0.0103756964375008,0.0114739910048137,0.00856702886959963,0.0124885653546125,0.00302932534415206,0.00836563916687675,0.00846847976992451,0.0253830659435337,0.00860281842735737,0.0137171965673433,0.00208822071498274,0.0353025167039612
